year,name,spotrac_url,spotrac_id,team,bonus,position,country,mlb_id,birthdate
2024,Abdiel Feliz,https://www.spotrac.com/redirect/player/87562/,87562,PIT,1200000,SS,Dominican Republic,,
2024,Franklin Rojas,https://www.spotrac.com/redirect/player/87683/,87683,TOR,1100000,C,Venezuela,,
2024,Vladimir Asencio,https://www.spotrac.com/redirect/player/87250/,87250,BOS,1000000,OF,Dominican Republic,,
2024,Leandro Romero,https://www.spotrac.com/redirect/player/87624/,87624,SEA,1000000,SS,Dominican Republic,,
2024,Jhonny Level,https://www.spotrac.com/redirect/player/87603/,87603,SF,998000,SS,Venezuela,815929,2007-03-29
2024,Stiven Martinez,https://www.spotrac.com/redirect/player/87232/,87232,BAL,950000,OF,Dominican Republic,,
2024,Jesus Made,https://www.spotrac.com/redirect/player/87456/,87456,MIL,950000,SS,Dominican Republic,,
2024,Edward Lantigua,https://www.spotrac.com/redirect/player/87501/,87501,NYM,950000,SS,Dominican Republic,,
2024,Luis Rives,https://www.spotrac.com/redirect/player/87389/,87389,HOU,900000,OF,Cuba,,
2024,Andres Arias,https://www.spotrac.com/redirect/player/88224/,88224,TOR,898000,OF,Dominican Republic,,
2024,Branneli Franco,https://www.spotrac.com/redirect/player/87587/,87587,STL,800000,P,Dominican Republic,815919,2007-02-05
2024,Angel Brachi,https://www.spotrac.com/redirect/player/87634/,87634,TB,800000,SS,Venezuela,,
2024,Curley Martha,https://www.spotrac.com/redirect/player/87658/,87658,TEX,800000,SS,Curacao,,
2024,Yandro Hernandez,https://www.spotrac.com/redirect/player/89328/,89328,MIN,800000,OF,Cuba,,
2024,Angel Guzman,https://www.spotrac.com/redirect/player/87686/,87686,TOR,768000,SS,Dominican Republic,808401,2005-11-15
2024,Yairo Padilla,https://www.spotrac.com/redirect/player/87581/,87581,STL,760000,SS,Dominican Republic,,
2024,Jose Cerice,https://www.spotrac.com/redirect/player/87393/,87393,KC,700000,3B,Cuba,,
2024,Erick Matos,https://www.spotrac.com/redirect/player/87538/,87538,OAK,700000,P,Cuba,,
2024,Cesar Mujica,https://www.spotrac.com/redirect/player/87548/,87548,PHI,700000,C,Venezuela,,
2024,Edward Guribe,https://www.spotrac.com/redirect/player/87582/,87582,STL,700000,OF,Dominican Republic,,
2024,Hayden Alvarez,https://www.spotrac.com/redirect/player/87399/,87399,LAA,685000,OF,Dominican Republic,,
2024,Franchely Silverio,https://www.spotrac.com/redirect/player/87381/,87381,HOU,672500,SS,Dominican Republic,,
2024,Yolfran Castillo,https://www.spotrac.com/redirect/player/87659/,87659,TEX,650000,SS,Venezuela,,
2024,Judrick Profar,https://www.spotrac.com/redirect/player/87302/,87302,CHW,600000,SS,Curacao,,
2024,Oscar Pujols,https://www.spotrac.com/redirect/player/87354/,87354,COL,600000,P,Dominican Republic,,
2024,Amauri Ramirez,https://www.spotrac.com/redirect/player/87382/,87382,HOU,600000,OF,Dominican Republic,,
2024,Jose Familia,https://www.spotrac.com/redirect/player/87557/,87557,PHI,600000,SS,Dominican Republic,,
2024,Carlos Carrasquel,https://www.spotrac.com/redirect/player/87251/,87251,BOS,590000,3B,Venezuela,,
2024,Jesus Premoli,https://www.spotrac.com/redirect/player/87303/,87303,CHW,550000,3B,Venezuela,,
2024,Eriel Dihigo,https://www.spotrac.com/redirect/player/87355/,87355,COL,550000,SS,Cuba,,
2024,Sebastian Rojas,https://www.spotrac.com/redirect/player/87539/,87539,OAK,550000,OF,Venezuela,,
2024,Christian Gonzalez,https://www.spotrac.com/redirect/player/89367/,89367,CHW,550000,OF,Venezuela,,
2024,Elvin Garcia,https://www.spotrac.com/redirect/player/87233/,87233,BAL,500000,SS,Dominican Republic,,
2024,Miguel Flores,https://www.spotrac.com/redirect/player/87327/,87327,CLE,500000,P,Cuba,,
2024,Jemone Nuel,https://www.spotrac.com/redirect/player/87377/,87377,BAL,500000,SS,Dominican Republic,,
2024,Yensi Rivas,https://www.spotrac.com/redirect/player/87502/,87502,NYM,500000,SS,Dominican Republic,,
2024,Nathaniel Palacios,https://www.spotrac.com/redirect/player/87660/,87660,TEX,500000,SS,Venezuela,,
2024,Erick De La Cruz,https://www.spotrac.com/redirect/player/87351/,87351,ARI,455000,SS,Dominican Republic,,
2024,Edwin Brito,https://www.spotrac.com/redirect/player/87252/,87252,BOS,450000,OF,Dominican Republic,,
2024,Dalvinson Reyes,https://www.spotrac.com/redirect/player/87253/,87253,BOS,450000,P,Dominican Republic,821092,2006-11-19
2024,Jose Castro,https://www.spotrac.com/redirect/player/87434/,87434,MIA,450000,OF,Dominican Republic,,
2024,Irwin Ramirez,https://www.spotrac.com/redirect/player/87563/,87563,PIT,450000,P,Venezuela,,
2024,Aaron Pinero,https://www.spotrac.com/redirect/player/87640/,87640,TB,450000,SS,Venezuela,,
2024,Daniel Flames,https://www.spotrac.com/redirect/player/87661/,87661,TEX,450000,SS,Venezuela,821599,2006-10-27
2024,Kendrick Herrera,https://www.spotrac.com/redirect/player/88221/,88221,PIT,450000,3B,Dominican Republic,,
2024,Juan Espinal,https://www.spotrac.com/redirect/player/87202/,87202,ATL,440000,OF,Dominican Republic,,
2024,Deinys Gonzalez,https://www.spotrac.com/redirect/player/87635/,87635,TB,440000,C,Venezuela,821637,2007-01-24
2024,Luis De La Cruz,https://www.spotrac.com/redirect/player/87329/,87329,CLE,430000,SS,Dominican Republic,,
2024,Carlos Matias,https://www.spotrac.com/redirect/player/87643/,87643,TB,425000,OF,Dominican Republic,,
2024,Domingo Batista,https://www.spotrac.com/redirect/player/87644/,87644,TB,425000,SS,Dominican Republic,,
2024,Jirvin Morillo,https://www.spotrac.com/redirect/player/87311/,87311,CIN,420000,C,Venezuela,,
2024,Roldy Brito,https://www.spotrac.com/redirect/player/87363/,87363,COL,420000,3B,Dominican Republic,,
2024,Edelvis Perez,https://www.spotrac.com/redirect/player/87346/,87346,CLE,415000,P,Cuba,,
2024,Raily Liriano,https://www.spotrac.com/redirect/player/87207/,87207,ARI,400000,OF,Dominican Republic,,
2024,Anderson Fermin,https://www.spotrac.com/redirect/player/87254/,87254,BOS,400000,SS,Dominican Republic,,
2024,Robin Ortiz,https://www.spotrac.com/redirect/player/87292/,87292,CHC,400000,OF,Dominican Republic,,
2024,Earle Zulueta,https://www.spotrac.com/redirect/player/87583/,87583,STL,400000,P,Cuba,,
2024,Israfell Bautista,https://www.spotrac.com/redirect/player/87645/,87645,TB,400000,SS,Dominican Republic,,
2024,Jose Dickson,https://www.spotrac.com/redirect/player/87374/,87374,DET,397500,SS,Dominican Republic,,
2024,Edward Florentino,https://www.spotrac.com/redirect/player/87564/,87564,PIT,395000,OF,Dominican Republic,,
2024,Orlando Suarez,https://www.spotrac.com/redirect/player/87304/,87304,CHW,375000,P,Venezuela,,
2024,Yoxander Benitez,https://www.spotrac.com/redirect/player/87604/,87604,SF,375000,OF,Aruba,,
2024,Johan Rodriguez,https://www.spotrac.com/redirect/player/87330/,87330,CLE,350000,SS,Cuba,810978,2002-11-12
2024,Jose Paulino,https://www.spotrac.com/redirect/player/87435/,87435,MIA,350000,P,Dominican Republic,808685,2005-10-23
2024,Azaeel Pacheco,https://www.spotrac.com/redirect/player/87769/,87769,OAK,350000,C,Venezuela,,
2024,Nathanael Cijntje,https://www.spotrac.com/redirect/player/89155/,89155,PHI,337500,OF,Curacao,,
2024,Sebastian Perez,https://www.spotrac.com/redirect/player/87637/,87637,TB,310000,P,Dominican Republic,,
2024,Diorland Zambrano,https://www.spotrac.com/redirect/player/87324/,87324,CIN,300000,SS,Venezuela,,
2024,Juneiker Cacares,https://www.spotrac.com/redirect/player/87331/,87331,CLE,300000,OF,Venezuela,,
2024,Nicolas Ortiz,https://www.spotrac.com/redirect/player/87356/,87356,COL,300000,C,Colombia,,
2024,Juan Brown,https://www.spotrac.com/redirect/player/87378/,87378,CIN,300000,3B,Aruba,,
2024,Iverson Allen,https://www.spotrac.com/redirect/player/87575/,87575,PIT,300000,OF,Panama,,
2024,Andreimi Antunez,https://www.spotrac.com/redirect/player/87636/,87636,TB,300000,SS,Venezuela,,
2024,Jose Marcano,https://www.spotrac.com/redirect/player/87662/,87662,TEX,300000,C,Venezuela,,
2024,Angel Arredondo,https://www.spotrac.com/redirect/player/87663/,87663,TEX,300000,SS,Mexico,,
2024,Justin Gonzales,https://www.spotrac.com/redirect/player/87255/,87255,BOS,250000,OF,Dominican Republic,,
2024,Abraham Hernandez,https://www.spotrac.com/redirect/player/87436/,87436,MIA,250000,P,Venezuela,,
2024,Angel Garcia,https://www.spotrac.com/redirect/player/87443/,87443,MIA,225000,P,Dominican Republic,820957,2007-05-15
2024,Tavano Baker,https://www.spotrac.com/redirect/player/87256/,87256,BOS,200000,OF,The Bahamas,,
2024,Gerinton Mendez,https://www.spotrac.com/redirect/player/87446/,87446,MIA,200000,P,Dominican Republic,,
2024,Manni Ramirez,https://www.spotrac.com/redirect/player/87664/,87664,TEX,200000,OF,Dominican Republic,,
2024,Gregori Arias,https://www.spotrac.com/redirect/player/87440/,87440,MIA,180000,SS,Dominican Republic,,
2024,Shnaider Rojas,https://www.spotrac.com/redirect/player/87257/,87257,BOS,175000,P,Venezuela,,
2024,Estarlin Francisco,https://www.spotrac.com/redirect/player/87437/,87437,MIA,170000,P,Dominican Republic,,
2024,Alex Cruz,https://www.spotrac.com/redirect/player/87438/,87438,MIA,170000,OF,Dominican Republic,,
2024,Engel Paulino,https://www.spotrac.com/redirect/player/87463/,87463,MIL,170000,OF,Dominican Republic,821162,2006-12-02
2024,Kifraidy Encarnacion,https://www.spotrac.com/redirect/player/87442/,87442,MIA,165000,P,Dominican Republic,,
2024,Erick Gutierrez,https://www.spotrac.com/redirect/player/87444/,87444,MIA,160000,P,Dominican Republic,,
2024,Yordani Martinez,https://www.spotrac.com/redirect/player/87445/,87445,MIA,150000,2B,Dominican Republic,,
2024,Eiver Mosquera,https://www.spotrac.com/redirect/player/87447/,87447,MIA,150000,P,Venezuela,,
2024,Carlos Ochoa,https://www.spotrac.com/redirect/player/87448/,87448,MIA,150000,P,Venezuela,821120,2006-09-23
2024,Christian Saez,https://www.spotrac.com/redirect/player/87592/,87592,STL,150000,1B,Cuba,821015,2007-02-20
2024,Evan Estevez,https://www.spotrac.com/redirect/player/87609/,87609,SF,150000,OF,Dominican Republic,821620,2007-08-14
2024,Almen Tolentino,https://www.spotrac.com/redirect/player/87453/,87453,MIA,145000,C,Dominican Republic,820958,2007-01-12
2024,Juan Medina,https://www.spotrac.com/redirect/player/87258/,87258,BOS,140000,P,Venezuela,,
2024,Christopher Alvarado,https://www.spotrac.com/redirect/player/87259/,87259,BOS,135000,SS,Venezuela,,
2024,Jesus Luog,https://www.spotrac.com/redirect/player/87260/,87260,BOS,125000,OF,Dominican Republic,,
2024,Robert Puente,https://www.spotrac.com/redirect/player/87450/,87450,MIA,115000,P,Dominican Republic,820945,2007-02-05
2024,Alejandro De La Cruz,https://www.spotrac.com/redirect/player/87441/,87441,MIA,105000,P,Dominican Republic,820965,2007-02-05
2024,Juan Garcia,https://www.spotrac.com/redirect/player/87246/,87246,BAL,100000,C,Venezuela,,
2024,Emanuel Reyna,https://www.spotrac.com/redirect/player/87263/,87263,BOS,100000,OF,Dominican Republic,,
2024,Jhiancarlos Diaz,https://www.spotrac.com/redirect/player/87262/,87262,BOS,100000,SS,Venezuela,,
2024,Kenyon Simmons,https://www.spotrac.com/redirect/player/87261/,87261,BOS,100000,SS,Nicaragua,,
2024,Alexandre Valdiviezo,https://www.spotrac.com/redirect/player/87306/,87306,CHW,100000,P,Venezuela,,
2024,Vladi Miguel Guerrero,https://www.spotrac.com/redirect/player/87508/,87508,NYM,100000,OF,Dominican Republic,,
2024,Anthony Sosa,https://www.spotrac.com/redirect/player/87574/,87574,PIT,100000,SS,Dominican Republic,,
2024,Luis Gomez,https://www.spotrac.com/redirect/player/90150/,90150,TOR,100000,C,Cuba,,
2024,Jonathan Rosario,https://www.spotrac.com/redirect/player/87452/,87452,MIA,85000,P,Dominican Republic,820937,2007-01-03
2024,Jhoangel Suarez,https://www.spotrac.com/redirect/player/89148/,89148,CHW,80000,SS,Venezuela,,
2024,Kevin Robledo,https://www.spotrac.com/redirect/player/87439/,87439,MIA,75000,C,Mexico,821694,2006-09-15
2024,Arthur Paul,https://www.spotrac.com/redirect/player/87716/,87716,WSH,70000,OF,Haiti,,
2024,Anferni Gonzalez,https://www.spotrac.com/redirect/player/87194/,87194,ATL,60000,P,Dominican Republic,,
2024,Justim Sojo,https://www.spotrac.com/redirect/player/87266/,87266,BOS,60000,SS,Venezuela,,
2024,Ilan Fernandez,https://www.spotrac.com/redirect/player/87265/,87265,BOS,60000,SS,Venezuela,,
2024,Rafi Montesino,https://www.spotrac.com/redirect/player/87264/,87264,BOS,60000,OF,Dominican Republic,,
2024,Jeziel Boekhoudt,https://www.spotrac.com/redirect/player/88220/,88220,CHW,55000,P,Curacao,,
2024,Tejahari Wilson,https://www.spotrac.com/redirect/player/87267/,87267,BOS,50000,P,The Bahamas,821124,2006-12-06
2024,Jofreider Torrealba,https://www.spotrac.com/redirect/player/87454/,87454,MIA,50000,P,Venezuela,,
2024,Ismael Del Rosario,https://www.spotrac.com/redirect/player/87639/,87639,TB,50000,OF,Dominican Republic,820990,2007-01-19
2024,Enddy Azocar,https://www.spotrac.com/redirect/player/87269/,87269,BOS,40000,OF,Venezuela,,
2024,Wilfre Hernandez,https://www.spotrac.com/redirect/player/87268/,87268,BOS,40000,P,Venezuela,,
2024,Winifer Castillo,https://www.spotrac.com/redirect/player/87551/,87551,PHI,40000,OF,Dominican Republic,,
2024,Yadimir Fuentes,https://www.spotrac.com/redirect/player/87552/,87552,PHI,40000,C,Cuba,,
2024,Isaac Osorio,https://www.spotrac.com/redirect/player/87203/,87203,ATL,35000,OF,Dominican Republic,,
2024,Givian Sirvania,https://www.spotrac.com/redirect/player/87271/,87271,BOS,35000,OF,Curacao,,
2024,Efren Teran,https://www.spotrac.com/redirect/player/87270/,87270,BOS,35000,INF,Venezuela,,
2024,Franco Zabaleta,https://www.spotrac.com/redirect/player/87544/,87544,OAK,35000,P,Colombia,,
2024,Gabriel Cesa,https://www.spotrac.com/redirect/player/87201/,87201,ATL,30000,OF,Dominican Republic,,
2024,Yoandys Veraza,https://www.spotrac.com/redirect/player/87272/,87272,BOS,30000,P,Venezuela,,
2024,Boris Sarduy,https://www.spotrac.com/redirect/player/87613/,87613,SF,30000,C,Cuba,821652,2007-02-03
2024,Yander Bonaci,https://www.spotrac.com/redirect/player/87277/,87277,BOS,25000,P,Venezuela,,
2024,Jomar Fernandez,https://www.spotrac.com/redirect/player/87276/,87276,BOS,25000,P,Dominican Republic,,
2024,Moises Bolivar,https://www.spotrac.com/redirect/player/87275/,87275,BOS,25000,SS,Venezuela,,
2024,Avinson Pinto,https://www.spotrac.com/redirect/player/87274/,87274,BOS,25000,SS,Venezuela,,
2024,Alexander Alzi,https://www.spotrac.com/redirect/player/87273/,87273,BOS,25000,OF,Dominican Republic,,
2024,Jhoan Peguero,https://www.spotrac.com/redirect/player/87279/,87279,BOS,20000,OF,Dominican Republic,,
2024,Gilbel Galvan,https://www.spotrac.com/redirect/player/87282/,87282,BOS,20000,P,Dominican Republic,,
2024,Abis Prado,https://www.spotrac.com/redirect/player/87281/,87281,BOS,20000,P,Venezuela,,
2024,Yahir Pena,https://www.spotrac.com/redirect/player/87280/,87280,BOS,20000,C,Venezuela,,
2024,Josue Brito,https://www.spotrac.com/redirect/player/87278/,87278,BOS,20000,OF,Venezuela,,
2024,Maikel Rodriguez,https://www.spotrac.com/redirect/player/87451/,87451,MIA,20000,P,Venezuela,,
2024,Jorge Guzman,https://www.spotrac.com/redirect/player/87553/,87553,PHI,20000,P,Mexico,660422,1996-01-28
2024,Cesar Muzziotti,https://www.spotrac.com/redirect/player/87288/,87288,BOS,10000,P,Venezuela,,
2024,Samuel Arroyo,https://www.spotrac.com/redirect/player/87287/,87287,BOS,10000,C,Colombia,,
2024,Angel Luis,https://www.spotrac.com/redirect/player/87286/,87286,BOS,10000,OF,Dominican Republic,,
2024,Jesus Travieso,https://www.spotrac.com/redirect/player/87285/,87285,BOS,10000,P,Venezuela,,
2024,Yohandry Gonzalez,https://www.spotrac.com/redirect/player/87284/,87284,BOS,10000,P,Venezuela,,
2024,Madinson Frias,https://www.spotrac.com/redirect/player/87283/,87283,BOS,10000,P,Dominican Republic,,
2024,Jhon Alcantara,https://www.spotrac.com/redirect/player/87289/,87289,BOS,1000,P,Dominican Republic,,
2024,Fernando Duarte,https://www.spotrac.com/redirect/player/87193/,87193,ATL,0,P,Venezuela,,
2024,Francique Kendy,https://www.spotrac.com/redirect/player/87195/,87195,ATL,0,P,Dominican Republic,,
2024,Rafael Lasorsa,https://www.spotrac.com/redirect/player/87196/,87196,ATL,0,P,Venezuela,821058,2007-05-27
2024,Noslen Marquez,https://www.spotrac.com/redirect/player/87197/,87197,ATL,0,P,Venezuela,,
2024,Jorge Nunez,https://www.spotrac.com/redirect/player/87198/,87198,ATL,0,P,Venezuela,703350,2003-08-19
2024,Yander Pinero,https://www.spotrac.com/redirect/player/87199/,87199,ATL,0,P,Venezuela,,
2024,Juan Mateo,https://www.spotrac.com/redirect/player/87200/,87200,ATL,0,INF,Dominican Republic,690158,1992-09-09
2024,Modesto Vargas,https://www.spotrac.com/redirect/player/87221/,87221,ARI,0,P,Dominican Republic,,
2024,Pedro Blanco,https://www.spotrac.com/redirect/player/87210/,87210,ARI,0,OF,Dominican Republic,,
2024,Neiker Palacios,https://www.spotrac.com/redirect/player/87214/,87214,ARI,0,P,Venezuela,,
2024,Reinel Caicedo,https://www.spotrac.com/redirect/player/87215/,87215,ARI,0,P,Venezuela,,
2024,Angel Beltran,https://www.spotrac.com/redirect/player/87216/,87216,ARI,0,P,Colombia,,
2024,Carlos Molina,https://www.spotrac.com/redirect/player/87217/,87217,ARI,0,C,Venezuela,808346,2005-02-07
2024,Jose Angel Rodriguez,https://www.spotrac.com/redirect/player/87218/,87218,ARI,0,P,Venezuela,,
2024,Josdanner Suarez,https://www.spotrac.com/redirect/player/87219/,87219,ARI,0,P,Venezuela,,
2024,Kyle Sinzza,https://www.spotrac.com/redirect/player/87220/,87220,ARI,0,SS,Venezuela,,
2024,Oscar Aponte,https://www.spotrac.com/redirect/player/87209/,87209,ARI,0,OF,Dominican Republic,,
2024,Alan Marcano,https://www.spotrac.com/redirect/player/87222/,87222,ARI,0,P,Venezuela,,
2024,Wilmeyber Penuela,https://www.spotrac.com/redirect/player/87223/,87223,ARI,0,SS,Venezuela,,
2024,Luis Andujar,https://www.spotrac.com/redirect/player/87224/,87224,ARI,0,P,Dominican Republic,,
2024,Anderson Custodio,https://www.spotrac.com/redirect/player/87225/,87225,ARI,0,OF,Dominican Republic,,
2024,Alonso Gallegos,https://www.spotrac.com/redirect/player/87227/,87227,ARI,0,SS,Mexico,,
2024,Robert Lantigua,https://www.spotrac.com/redirect/player/87228/,87228,ARI,0,C,Dominican Republic,,
2024,Stiven Rogers,https://www.spotrac.com/redirect/player/87229/,87229,ARI,0,P,Dominican Republic,821098,2007-01-20
2024,Alexis Marin,https://www.spotrac.com/redirect/player/87230/,87230,ARI,0,P,Venezuela,,
2024,Alfredo Benzan,https://www.spotrac.com/redirect/player/87206/,87206,ARI,0,SS,Dominican Republic,,
2024,Santiago Ramos,https://www.spotrac.com/redirect/player/87208/,87208,ARI,0,C,Venezuela,,
2024,Christian Astudillo,https://www.spotrac.com/redirect/player/87240/,87240,BAL,0,C,Venezuela,,
2024,Argenis Valdez,https://www.spotrac.com/redirect/player/87236/,87236,BAL,0,OF,Dominican Republic,,
2024,Alexander Rincon,https://www.spotrac.com/redirect/player/87237/,87237,BAL,0,OF,Dominican Republic,,
2024,Saul Gomez,https://www.spotrac.com/redirect/player/87238/,87238,BAL,0,3B,Dominican Republic,,
2024,Anthwan Brea,https://www.spotrac.com/redirect/player/87239/,87239,BAL,0,OF,Venezuela,,
2024,Hector Campusano,https://www.spotrac.com/redirect/player/87241/,87241,BAL,0,SS,Dominican Republic,,
2024,Frainner Chirinos,https://www.spotrac.com/redirect/player/87242/,87242,BAL,0,3B,Venezuela,,
2024,Enmanuel Corniel,https://www.spotrac.com/redirect/player/87243/,87243,BAL,0,OF,Dominican Republic,,
2024,Luis Espinoza,https://www.spotrac.com/redirect/player/87244/,87244,BAL,0,P,Venezuela,814260,2005-03-23
2024,Angel Garcia,https://www.spotrac.com/redirect/player/87245/,87245,BAL,0,OF,Venezuela,820957,2007-05-15
2024,Esteban Mejia,https://www.spotrac.com/redirect/player/87247/,87247,BAL,0,P,Dominican Republic,800354,2004-11-03
2024,Victor Santos,https://www.spotrac.com/redirect/player/87248/,87248,BAL,0,P,Dominican Republic,673257,2000-07-12
2024,Cleudi Valenzuela,https://www.spotrac.com/redirect/player/87249/,87249,BAL,0,SS,Dominican Republic,,
2024,Yaki Mondesir,https://www.spotrac.com/redirect/player/87235/,87235,BAL,0,P,Dominican Republic,,
2024,Edwin Darville,https://www.spotrac.com/redirect/player/87290/,87290,BOS,0,SS,The Bahamas,,
2024,Yander Maria,https://www.spotrac.com/redirect/player/87293/,87293,CHC,0,P,Dominican Republic,,
2024,Diego Gonzalez,https://www.spotrac.com/redirect/player/87294/,87294,CHC,0,C,Venezuela,,
2024,Frailin Alejo,https://www.spotrac.com/redirect/player/87295/,87295,CHC,0,P,Dominican Republic,,
2024,Juan Monso,https://www.spotrac.com/redirect/player/87296/,87296,CHC,0,SS,Dominican Republic,,
2024,Ezequiel Pena,https://www.spotrac.com/redirect/player/87297/,87297,CHC,0,SS,Dominican Republic,,
2024,Enyel Rosario,https://www.spotrac.com/redirect/player/87298/,87298,CHC,0,SS,Dominican Republic,,
2024,Edgardo De Leon,https://www.spotrac.com/redirect/player/87299/,87299,CHC,0,SS,Dominican Republic,821279,2007-02-22
2024,Julian Duran,https://www.spotrac.com/redirect/player/87300/,87300,CHC,0,P,Dominican Republic,,
2024,Juan Berroteran,https://www.spotrac.com/redirect/player/87305/,87305,CHW,0,SS,Venezuela,,
2024,Manuel Rumbos,https://www.spotrac.com/redirect/player/87307/,87307,CHW,0,P,Venezuela,,
2024,Pablo Nunez,https://www.spotrac.com/redirect/player/87312/,87312,CIN,0,OF,Venezuela,,
2024,Shendrion Martinus,https://www.spotrac.com/redirect/player/87313/,87313,CIN,0,SS,Curacao,,
2024,Jose Sabino,https://www.spotrac.com/redirect/player/87314/,87314,CIN,0,SS,Venezuela,,
2024,Erlin Aguero,https://www.spotrac.com/redirect/player/87315/,87315,CIN,0,P,Dominican Republic,,
2024,Jhan Almeida,https://www.spotrac.com/redirect/player/87316/,87316,CIN,0,P,Venezuela,,
2024,Oniel Diez,https://www.spotrac.com/redirect/player/87317/,87317,CIN,0,P,Dominican Republic,,
2024,Manuel Marchan,https://www.spotrac.com/redirect/player/87318/,87318,CIN,0,P,Venezuela,,
2024,Jaset Martinez,https://www.spotrac.com/redirect/player/87319/,87319,CIN,0,OF,Venezuela,,
2024,Franyer Mendez,https://www.spotrac.com/redirect/player/87320/,87320,CIN,0,P,Venezuela,,
2024,Peson Revierre,https://www.spotrac.com/redirect/player/87321/,87321,CIN,0,OF,Curacao,,
2024,Stharlin Torres,https://www.spotrac.com/redirect/player/87322/,87322,CIN,0,P,Dominican Republic,,
2024,Nayerich Waterfort,https://www.spotrac.com/redirect/player/87323/,87323,CIN,0,2B,Curacao,,
2024,Gabriel Rodriguez,https://www.spotrac.com/redirect/player/87326/,87326,CLE,0,SS,Venezuela,,
2024,Estivel Morillo,https://www.spotrac.com/redirect/player/87328/,87328,CLE,0,OF,Venezuela,,
2024,Romer Taveras,https://www.spotrac.com/redirect/player/87332/,87332,CLE,0,OF,Dominican Republic,,
2024,Osmar Torrealba,https://www.spotrac.com/redirect/player/87333/,87333,CLE,0,OF,Venezuela,,
2024,Hector Castillo,https://www.spotrac.com/redirect/player/87334/,87334,CLE,0,P,Dominican Republic,821134,2007-05-02
